prop_risk,mean_raf
0.5459459459459459,0.4334782459824689
0.33891076115485563,0.6773650248689387
0.6430622009569378,0.3419747716398434
0.679163901791639,0.30723775664901987
0.357367758186398,0.6583388321732896
0.3139717425431711,0.7006128117229262
0.39326988443235894,0.6330158962696427
0.42720611659764257,0.5895962386691757
0.4518494897959184,0.5539632127564035
0.3166547533952823,0.7029247379293185
0.5764587525150905,0.40882046133271793
0.59836867862969,0.38851390082737
0.5770279481935924,0.4033846880867845
0.5140381282495667,0.4807236377726182
0.5796327212020034,0.3971935418240194
0.5816575258988421,0.40075304107385357
0.4522144522144522,0.5632724473883315
0.4546079779917469,0.5554439775300882
0.4683833116036506,0.5468216939293442
0.3210003425830764,0.6926339709321956
0.5590717299578059,0.4298636950789383
0.5083469721767594,0.4838654134109788
0.3910299003322259,0.6236687233032748
0.4735440931780366,0.5126665762276406
0.45587213342599026,0.5332136729187563
0.36389776357827475,0.6536564627586277
0.5993344425956739,0.38066660945013997
0.3839315113598946,0.6355968193400915
0.4513018322082932,0.5529313400537139
0.6368785399622404,0.34931479044294855
0.6491543720762865,0.3430758188599248
0.6036644165863067,0.3865969107658239
0.5496342737722049,0.4696461971351172
0.5156351791530944,0.5058822905282815
0.4297915954902631,0.5948763027543357
0.44159262915432707,0.5816942000348437
0.3888888888888889,0.6240686507179218
0.6536055317747778,0.33568157145181987
0.30931227377426784,0.7078129106089412
0.46915947587088525,0.5483001572624305
0.507384312438464,0.4788473633025711
0.35883905013192613,0.6570507158471467
0.6052549264935877,0.37849528349468226
0.6545515171723908,0.32455711312462604
0.675,0.308274
0.5129734566060244,0.4851614069296548
0.6540983606557377,0.323650524052674
0.6616666666666666,0.32253244444444445
0.5147625160462131,0.4748844837445064
0.3984558576703592,0.6115799293724529
0.39272227943700655,0.6140336611487103
0.5938020659780073,0.3932857657910542
0.6030064912880082,0.38277659233116884
0.49331997327989313,0.48949948438404306
0.440327868852459,0.5876876108572964
0.5442857142857143,0.43518852040816325
0.47033747779751334,0.5388052459388774
0.32012987012987015,0.6897075813796592
0.3588748787584869,0.6523860131170277
0.3409760890926957,0.6733777078792195
0.5776550030693677,0.40482670790811565
0.4470588235294118,0.5392921360526336
0.5005235602094241,0.5064187446128731
0.5032860601867866,0.5074281387830241
0.3548181238034461,0.660130935223086
0.6812933025404158,0.2964130358232717
0.6632791327913279,0.31978136177025723
0.506763133060711,0.48584693056361045
0.5748607242339833,0.40633886589179163
0.5,0.5169117298908787
0.6624758220502901,0.3266856182716918
0.45663430420711976,0.5567172526471235
0.33929692404268674,0.6772323516766899
0.6039190491487312,0.3841073912710127
0.48471902727571475,0.527961525074545
0.6877664808133814,0.28806771566760087
0.6166394779771615,0.3691809595788902
0.6172498465316145,0.3624690566659168
0.6329280315478146,0.3471549050097901
0.6587795765877957,0.3221375438308088
0.6368175765645806,0.3449263609461685
0.5992496589358799,0.37076322053866734
0.5660377358490566,0.4278317457255882
0.650016431153467,0.33594986268134613
0.39625,0.6125548828125
0.6509562841530054,0.3339893323180746
0.7031093279839519,0.28742887528069555
0.4540362438220758,0.5571427253161224
0.3472627146096534,0.6641718004245523
0.45287873914441945,0.5285651664861175
0.63210493441599,0.3482508784913864
0.4331317204301075,0.5864964067377731
0.42156544332575513,0.5718481207387027
0.44973009446693657,0.564163119831136
0.6138767890479153,0.37350301980794204
0.5222068008327551,0.4552350828155904
0.5303503295178633,0.46881879242594376
0.512241054613936,0.47698470119390035
0.5845901639344262,0.3988557914539102
0.3191630687479243,0.6971999380992159
