prop_risk,mean_raf
0.29751209398756046,0.7253708432813116
0.2811470006591958,0.739071016286959
0.31245698554714385,0.7135966879641003
0.27852680039460703,0.7356651900081761
0.31925622439331863,0.6924280057994051
0.3162681037386325,0.6979106317089775
0.3542207792207792,0.6639290984989037
0.3062105612753238,0.7164522732489451
0.29381443298969073,0.7152678877197954
0.33548983364140483,0.6762489612315874
0.32751396648044695,0.6921558998626759
0.3259940847847519,0.6901880365435764
0.322145442579796,0.6953482104582948
0.2783676177836762,0.7345002243456658
0.2927143778207608,0.7246984225563591
0.28327868852459015,0.7328279494759472
0.27547931382441976,0.740885256239896
0.33618775769108783,0.6823937130038609
0.3312282917587622,0.6879430071459416
0.3050847457627119,0.7089031298722726
0.3216354344122658,0.701625160708015
0.2839704465146161,0.7295829670483323
0.3126421839454014,0.7116715809761565
0.3238446081714668,0.6934091623827022
0.28263665594855303,0.7324787791689499
0.2744583059750492,0.7394989456911294
0.30633236901317906,0.7114904537677558
0.2934112301200909,0.7190312498386896
0.28358692133376495,0.7396514810801725
0.2767607818802358,0.7417535632668122
0.324297520661157,0.6902044395874598
0.3225493367842122,0.6990610805773871
0.2954780807732137,0.7110162048535802
0.3240464344941957,0.6930953854277535
0.33950986252241483,0.6724645391147829
0.29776067179846044,0.7221544523346983
0.3178851174934726,0.6994072067435186
0.3059967585089141,0.7131929737922555
0.2707702657248571,0.7507772893591376
0.2839936608557845,0.7248725013248409
0.26884334838485585,0.7490873353062341
0.3269789983844911,0.6894155720441277
0.2863406408094435,0.7280601963890129
0.2829643888354187,0.732839945782538
0.32631954350927245,0.6870026973897082
0.3326935380678183,0.6899018161916913
0.30063608972212924,0.7123573875365957
0.31225806451612903,0.70635494276795
0.3023332237923102,0.7138371262857526
0.3026936026936027,0.7180661837227493
0.279650032404407,0.7291673054444022
0.3282100544348383,0.6979285314487279
0.2674173117522871,0.757289991635471
0.28172847907451515,0.7343111684204666
0.29283387622149837,0.7229545141062504
0.2912683237731039,0.7195341058697413
0.27726841606070185,0.7452373010771377
0.3264781491002571,0.6854414621896497
0.2897133220910624,0.7290787120111246
0.31945926716471007,0.6986927278247359
0.29773362309841667,0.7183811298891232
0.2803834303320781,0.7320424962210982
0.285,0.7292569999999999
0.31047992164544563,0.6969133025274332
0.29797650130548303,0.7167500204514312
0.30851419031719535,0.7106819657693263
0.3215077605321508,0.6946928701913753
0.3269901680938788,0.6911768744249431
0.31174603174603177,0.7038591080876794
0.3227155727155727,0.6943751873771179
0.3365609348914858,0.6795207371216915
0.2868632707774799,0.7387607678844812
0.31343283582089554,0.697846363364174
0.3058237309249455,0.7140107662842643
0.33794326241134753,0.6856071123182939
0.2900912646675359,0.7271834081548354
0.3012840588787974,0.7153072965652922
0.319935691318328,0.6913366280332089
0.3112908899050299,0.710438001204803
0.33211920529801325,0.6929625893601158
0.30774193548387097,0.7077684703433923
0.3324459234608985,0.6811807276281073
0.3035479632063075,0.7112298207110431
0.29706561160567097,0.7183567851120909
0.2559272491068529,0.7621593164140026
0.2789228723404255,0.733328588303531
0.3023338048090523,0.7165902852661503
0.32838397790055246,0.6917454728946002
0.3017414601473543,0.7143836900848747
0.28764278296988577,0.7295223847728838
0.2945227943588062,0.7225068066663647
0.31550068587105623,0.7009577497784326
0.3082758620689655,0.7134338882282997
0.2923026956804157,0.7201847505775433
0.32292009207497535,0.6962211391158497
0.3245217391304348,0.690618797731569
0.28697355533790403,0.725030534635107
0.30193548387096775,0.7188935483870968
0.3032839665164198,0.7156579355993778
0.2820336654070766,0.7350495715029677
