L,D=1,D=1/L,t_D1,t_D0,numerator_gamma,var_D,gamma,mean_daf_diff
3316,2315,0.6981302774427021,0.1014963282937365,-0.25909090909090904,-0.04757303238177615,0.21074439316047786,-0.11286903454069638,-0.007354041013269
3129,2252,0.7197187599872163,0.09144005328596803,-0.21301596351197263,-0.034075446873827436,0.20172366650968004,-0.08446070672672477,0.006106743368488335
3081,2220,0.7205452775073028,0.10060945945945947,-0.25460162601626013,-0.04303383817117992,0.20135978056922682,-0.10685807773907717,0.001344044141512493
2964,2126,0.7172739541160594,0.08624600188146754,-0.25270286396181385,-0.047061690426224774,0.20279202886277253,-0.11603436952167133,-0.009583670715249664
3041,2223,0.7310095363367314,0.0997246963562753,-0.2637469437652811,-0.04412042038163985,0.1966345941214884,-0.11218885613378021,0.0019542913515291
2959,2133,0.7208516390672525,0.08509517112048756,-0.2078414043583535,-0.03426440981901901,0.20122455352130802,-0.08513973374375182,0.0033224062183169977
3024,2172,0.7182539682539683,0.0918489871086556,-0.22890727699530516,-0.03861562929346079,0.20236520534139582,-0.09541074323601019,0.0014771825396825392
2962,2099,0.7086428089128967,0.08099714149595046,-0.2250254924681344,-0.04196369577616298,0.20646817828893654,-0.1016226716483108,-0.008164753544902094
3024,2132,0.705026455026455,0.09209474671669794,-0.23057959641255607,-0.040849367039915825,0.20796415273928504,-0.0982125200469688,-0.003085648148148149
2927,2109,0.720532968910147,0.08722664770033191,-0.24529462102689487,-0.04417478721596464,0.20136520962367618,-0.10968823089778326,-0.0057020840450973725
2933,2095,0.7142857142857143,0.08093460620525059,-0.23982458233890214,-0.04539713603818615,0.20408163265306126,-0.11122298329355605,-0.0107108762359359
2907,2052,0.7058823529411765,0.09818762183235867,-0.2305883040935673,-0.03894137713564959,0.20761245674740483,-0.09378381660168943,0.0014888200894392837
3031,2111,0.6964698119432531,0.0926115585030791,-0.24366847826086957,-0.045850335261355075,0.21139961299498275,-0.10844470009139341,-0.00945958429561201
3017,2194,0.7272124627113026,0.10608751139471287,-0.2601688942891859,-0.042031480981820114,0.19837449678866495,-0.10593972930552073,0.006177328471992045
2880,2132,0.7402777777777778,0.07314774859287056,-0.2139465240641711,-0.036568570851573896,0.19226658950617284,-0.0950986100744244,-0.0014170138888888878
3110,2203,0.7083601286173633,0.09420562868815252,-0.21558167770419423,-0.035359067655477104,0.20643864827700295,-0.08564061998708618,0.003928617363344051
3071,2183,0.7108433734939759,0.09111589555657353,-0.22361824324324323,-0.03831393186120569,0.20554507185367982,-0.09320080388130154,0.00010843373493975967
3033,2206,0.7273326739202111,0.09374524025385314,-0.25842200725513903,-0.044901973725705056,0.198319855368287,-0.11320594612758389,-0.0022792614573030018
2880,2014,0.6993055555555555,0.09545134061569016,-0.23193879907621245,-0.04104102049542094,0.21027729552469138,-0.09758785510583519,-0.002993055555555557
3163,2215,0.7002845399936769,0.0921864559819413,-0.22632489451476792,-0.04020336380939602,0.20988610303952124,-0.09577423952129357,-0.0032763199494151123
3111,2169,0.6972034715525555,0.0890539419087137,-0.23356581740976642,-0.04375769422114807,0.21111079080762044,-0.10363680144854195,-0.008634201221472196
3078,2227,0.7235217673814165,0.08652986079928154,-0.2427414806110458,-0.04318911256004269,0.2000380195066879,-0.10795225994176257,-0.004506497725795972
3119,2250,0.7213850593138826,0.09264133333333333,-0.23499539700805522,-0.039661969007160416,0.20098865551258865,-0.09866718324476836,0.001356845142673934
3048,2145,0.7037401574803149,0.11413286713286713,-0.25411738648947946,-0.04147179165978376,0.20848994822989644,-0.09945753263378888,0.005035104986876641
3091,2203,0.7127143319314138,0.08755923740354063,-0.21889301801801803,-0.03773031290380328,0.2047526129909723,-0.09213634041746474,-0.00048010352636687213
2988,2142,0.7168674698795181,0.08777030812324929,-0.22265366430260047,-0.038189865906201846,0.20296850050805634,-0.0940783072511441,-0.00012081659973226319
3065,2167,0.7070146818923327,0.09300599907706505,-0.2158251670378619,-0.03598421299471307,0.20714492148101626,-0.08685757955695485,0.0025230016313213697
2897,2091,0.7217811529168104,0.10030750836920134,-0.2445272952853598,-0.04012466284239686,0.2008131202108903,-0.09990548127597108,0.004367966862271315
2968,2147,0.7233827493261455,0.08605496040987425,-0.2210377588306943,-0.03733857058743035,0.2001001473034924,-0.09329970789776293,0.0011078167115902966
3070,2258,0.7355048859934853,0.08572453498671392,-0.2132389162561576,-0.03372693081133168,0.19453744867319547,-0.08668493146527724,0.0066501628664495105
3031,2146,0.7080171560541075,0.09748602050326187,-0.22874999999999998,-0.03828352288852408,0.20657772466869082,-0.09266130447976219,0.002306169580996372
2819,1993,0.7069882937211778,0.10467837431008528,-0.2566957575757576,-0.04448894685852417,0.20699370473077014,-0.10746449249843001,-0.001117417523944662
2970,2136,0.7191919191919192,0.09361142322097378,-0.23944844124700237,-0.04095221314266258,0.20195490256096316,-0.10138949989169124,8.552188552188478e-05
3140,2299,0.7321656050955414,0.09641191822531536,-0.24122116527942924,-0.038784897061308846,0.1960991318106211,-0.09889104735752885,0.00598216560509554
3139,2250,0.7167887862376553,0.09032888888888889,-0.23628683914510687,-0.04133692825032743,0.2030026221616042,-0.10181377907872628,-0.002172347881490922
3031,2230,0.7357307819201584,0.09839372197309418,-0.2506067415730337,-0.04022521567124763,0.19443099845531073,-0.10344342206444321,0.006163642362256682
2904,2051,0.706267217630854,0.09028620185275474,-0.22890269636576788,-0.04071620861556481,0.20745383493082592,-0.09813317895314241,-0.0034700413223140514
3188,2308,0.7239648682559598,0.08945450606585788,-0.2274647727272727,-0.038095682139913746,0.1998397377870905,-0.09531558278089049,0.001973651191969886
2996,2215,0.7393190921228304,0.09528668171557562,-0.23698079385403328,-0.03693694979310262,0.19272637214550417,-0.09582744017309691,0.008670894526034712
3240,2355,0.7268518518518519,0.1151791932059448,-0.2691774011299435,-0.04206432531257371,0.19853823731138542,-0.10593507296682712,0.010192901234567899
2981,2171,0.7282791009728279,0.08940257945647168,-0.2669938271604938,-0.04825525348549411,0.19788865205903744,-0.121925267021117,-0.007437772559543779
3040,2175,0.7154605263157895,0.09188229885057471,-0.2200057803468208,-0.036456187991530546,0.203576761599723,-0.08953916867783634,0.0031378289473684203
3063,2211,0.7218413320274241,0.10024875621890547,-0.25497417840375586,-0.04303821733643243,0.20078642340429814,-0.10717412215110737,0.0014404178909565794
2977,2139,0.7185085656701378,0.0982258064516129,-0.23684486873508354,-0.03902007866763467,0.20225400672877908,-0.09646305479614124,0.003906281491434327
3151,2305,0.731513805141225,0.092424295010846,-0.2356985815602837,-0.038467168016764294,0.1964013580290309,-0.097929994992902,0.00432783243414789
3084,2238,0.72568093385214,0.091718945487042,-0.2444858156028369,-0.041906865148496265,0.19906811609562594,-0.1052576021977461,-0.0005084306095979258
3062,2222,0.7256694970607446,0.08653825382538255,-0.24158928571428573,-0.04253522755933333,0.19907327809635061,-0.10683309172903273,-0.003477139124755062
3036,2133,0.7025691699604744,0.08756165025785279,-0.19234772978959025,-0.031166610611712428,0.20896573138152447,-0.07457349682568096,0.004307971014492755
3023,2156,0.7131988091300033,0.0898121521335807,-0.20329296424452134,-0.03254643205431212,0.20454626778554838,-0.0795576287132128,0.005749255706252067
3124,2220,0.7106274007682458,0.08546171171171173,-0.21134478935698445,-0.03634652241870551,0.20534109967686454,-0.08850279480314045,-0.0002906530089628674
2944,2130,0.7235054347826086,0.0992657276995305,-0.2680896805896805,-0.04667890545264338,0.2000453206226371,-0.11667082565929612,-0.0023060461956521754
3019,2153,0.7131500496853262,0.10015141662796097,-0.2436166281755196,-0.041152988804301356,0.204567056319143,-0.10058557214632594,0.001541570056310037
3082,2204,0.7151200519143414,0.09394827586206897,-0.22203189066059223,-0.036488453534426805,0.20372336326437107,-0.08955392486593663,0.0039318624269954585
3024,2150,0.7109788359788359,0.09831953488372093,-0.21261098398169337,-0.03303264765596161,0.20548793076901545,-0.08037612606331827,0.008454034391534391
2907,2050,0.7051943584451325,0.10459365853658535,-0.26217386231038503,-0.04645553306988177,0.2078952752622905,-0.11172820789522818,-0.0035314757481940138
3062,2142,0.6995427824951013,0.09632212885154062,-0.2352641304347826,-0.04174612719026211,0.21018267795411277,-0.09930915239213042,-0.0033053559764859575
3099,2265,0.7308809293320426,0.09425960264900662,-0.2161103117505995,-0.0327923495936523,0.1966939964707724,-0.08335879635890425,0.010733139722491123
3120,2253,0.7221153846153846,0.08716511318242343,-0.22377393310265284,-0.037961489381679134,0.2006647559171598,-0.09458932937219612,0.0007599358974358967
2834,2046,0.7219477769936485,0.10333088954056695,-0.23200507614213198,-0.035778143628099245,0.20073918428757762,-0.08911599335993045,0.010089978828510938
3115,2245,0.7207062600321027,0.07827082405345212,-0.2106241379310345,-0.03696545203001498,0.20128874678264183,-0.09182195383712008,-0.0024157303370786524
