prop_risk,mean_raf
0.6752805168310099,0.29469560081119317
0.6261959749257671,0.3596637669409939
0.6717631750162655,0.3142523458443622
0.6824034334763949,0.30337931741814383
0.648209549071618,0.331861042609179
0.6753594115680375,0.3031537496698275
0.6771964461994077,0.30835531639200436
0.6479942175641489,0.3367593621400655
0.6691437802907916,0.30235624189309457
0.6713008937437934,0.3135362404687654
0.6801470588235294,0.3020625187666219
0.6249164996659987,0.35013268576788403
0.6512163050624589,0.3303404971209553
0.6486120514556534,0.33517363280524803
0.6758136566687939,0.30546461417664666
0.65045170257123,0.33662972945172237
0.6525172754195459,0.33073824422033143
0.6441018766756033,0.3401660958534885
0.6621403168444876,0.3157328130257523
0.6412903225806451,0.3415823100936525
0.6778058007566204,0.30521158497508943
0.6877250409165303,0.2941345383731427
0.69210612512283,0.2857156497896266
0.699305325835263,0.2827843518360559
0.7009853890587836,0.2902758020234726
0.6965258855585831,0.2892397022028525
0.667912984364378,0.3242344285000608
0.65748031496063,0.3154575996651993
0.677124183006536,0.3081160023922423
0.686522462562396,0.2927622016550342
0.6779131521399563,0.3053994275648591
0.7115839243498818,0.276886248689909
0.6904761904761905,0.3003869915313064
0.70851565129586,0.27561615758117763
0.6482691051600261,0.3252450659375305
0.6799873136695211,0.3033403011585179
0.6745021221025139,0.30987898169350164
0.6230455472467709,0.35336307057681227
0.6628659476117104,0.31506230991854245
0.6517073170731708,0.3295332672351114
0.6792698826597132,0.3091990076306033
0.6763754045307443,0.30786889538232737
0.6563237774030354,0.3269311159707549
0.679251269035533,0.30033012236208095
0.6931856327626721,0.2931866919843176
0.7089577089577089,0.27416328814930213
0.6435026488002493,0.3395030395678406
0.7029605263157894,0.2742150709833795
0.673645729478232,0.3083721031433229
0.6857821513403461,0.2881297677358247
0.6978882833787466,0.2856639879648672
0.7003448275862069,0.2771746730083234
0.6885860306643953,0.2946573835719406
0.6519853186519853,0.3304934341526489
0.7118210862619808,0.26507752452306343
0.6820719602977667,0.30175686846172317
0.6623294192319898,0.32442940492009054
0.7001584786053883,0.2816533010515847
0.6234765875561257,0.3457778522029179
0.6767510687273923,0.3062917070776987
0.6262626262626263,0.3549937081250212
0.6864732610975184,0.2982410830314413
0.6454633516306103,0.33673926323025116
0.6395045632333768,0.3499455624701465
0.7001370801919122,0.2749178951660676
0.684931506849315,0.3107623796375371
0.6766942148760331,0.3046955809029438
0.6934087882822902,0.2916394430151719
0.6883720930232559,0.29484277215483273
0.6627402355858648,0.31538349484523803
0.6840299438552714,0.30585742811454975
0.6881793478260869,0.2909887418404419
0.6588196286472149,0.32998664505484454
0.6729096989966555,0.30574769857160433
0.6385669125395153,0.3508735956445875
0.6418741808650066,0.3413928129117147
0.6863905325443787,0.2985468399669583
0.6772670025188917,0.30532103972488883
0.6900129701686122,0.29575128145602336
0.6617838541666666,0.3231436411539714
0.6199417287147945,0.367007230514694
0.6842639593908629,0.29554645113819533
0.651797603195739,0.3291948950445123
0.6821824907521579,0.2971985842021161
0.6484076433121019,0.34174337701326635
0.6145764937623113,0.3612300169560286
0.6438121357559136,0.33692835809704413
0.6475843812045003,0.33376811829070824
0.7106130520764667,0.2726021155969546
0.6769747899159664,0.31069173080997103
0.6879812520924004,0.30428374535384833
0.6530744336569579,0.31642347692211015
0.6983039791258969,0.28404083845335215
0.6889890534449453,0.2927576354512318
0.649949849548646,0.3414576729184544
0.6691803278688525,0.3108438591776404
0.6926893814091961,0.29549033547959414
0.6467977171845276,0.3370895389454222
0.664600326264274,0.3163490335818016
0.64640522875817,0.34214265880644196
